Date,Open,High,Low,Close,Adj Close,Volume
2005-01-03,1628.750000,1635.449951,1598.790039,1603.510010,1603.510010,2193130000
2005-01-04,1611.219971,1612.780029,1565.020020,1571.829956,1571.829956,2690460000
2005-01-05,1568.680054,1580.880005,1562.640015,1563.760010,1563.760010,2375380000
2005-01-06,1567.660034,1570.750000,1556.839966,1557.520020,1557.520020,2174220000
2005-01-07,1565.630005,1577.760010,1551.290039,1564.810059,1564.810059,2191910000
2005-01-10,1561.229980,1577.709961,1558.540039,1564.920044,1564.920044,2098270000
2005-01-11,1556.660034,1562.239990,1545.280029,1553.400024,1553.400024,2210240000
2005-01-12,1561.839966,1566.689941,1543.040039,1565.780029,1565.780029,2257670000
2005-01-13,1567.550049,1568.540039,1543.479980,1545.180054,1545.180054,2111610000
2005-01-14,1552.109985,1563.790039,1550.050049,1561.109985,1561.109985,2084860000
2005-01-18,1554.189941,1574.390015,1551.880005,1573.489990,1573.489990,1983840000
2005-01-19,1572.810059,1573.020020,1545.630005,1545.650024,1545.650024,2217700000
2005-01-20,1526.800049,1534.530029,1514.560059,1514.560059,1514.560059,2231360000
2005-01-21,1519.300049,1524.030029,1502.479980,1503.640015,1503.640015,2043770000
2005-01-24,1507.790039,1509.829956,1480.660034,1480.660034,1480.660034,2134680000
2005-01-25,1492.650024,1505.050049,1488.599976,1490.569946,1490.569946,2003630000
2005-01-26,1502.050049,1513.439941,1495.310059,1509.010010,1509.010010,2105070000
2005-01-27,1505.250000,1512.739990,1497.359985,1507.550049,1507.550049,2106220000
2005-01-28,1510.880005,1512.819946,1486.760010,1499.459961,1499.459961,2098150000
2005-01-31,1515.160034,1523.270020,1513.060059,1519.630005,1519.630005,1823800000
2005-02-01,1521.000000,1527.910034,1517.300049,1523.660034,1523.660034,1904570000
2005-02-02,1527.290039,1531.219971,1515.449951,1525.099976,1525.099976,1965550000
2005-02-03,1516.219971,1518.130005,1501.959961,1508.239990,1508.239990,1962750000
2005-02-04,1507.739990,1534.969971,1507.689941,1534.489990,1534.489990,1934920000
2005-02-07,1534.479980,1538.380005,1522.719971,1529.050049,1529.050049,1698460000
2005-02-08,1529.550049,1542.410034,1527.040039,1532.689941,1532.689941,1943560000
2005-02-09,1534.410034,1534.479980,1504.599976,1506.810059,1506.810059,1958810000
2005-02-10,1512.709961,1514.219971,1497.349976,1506.829956,1506.829956,2085500000
2005-02-11,1505.089966,1535.540039,1498.680054,1530.510010,1530.510010,2163630000
2005-02-14,1531.189941,1540.010010,1530.160034,1538.209961,1538.209961,1639640000
2005-02-15,1538.380005,1561.170044,1535.339966,1547.300049,1547.300049,2071590000
2005-02-16,1541.260010,1547.689941,1535.369995,1542.410034,1542.410034,1865070000
2005-02-17,1543.030029,1546.689941,1519.219971,1519.290039,1519.290039,1950460000
2005-02-18,1519.209961,1524.040039,1512.729980,1515.400024,1515.400024,1614160000
2005-02-22,1502.939941,1523.510010,1493.579956,1494.069946,1494.069946,2056220000
2005-02-23,1502.829956,1503.890015,1489.989990,1497.089966,1497.089966,1878450000
2005-02-24,1493.589966,1517.880005,1491.739990,1517.709961,1517.709961,2031880000
2005-02-25,1515.750000,1528.000000,1513.469971,1526.900024,1526.900024,1771200000
2005-02-28,1517.060059,1524.699951,1498.170044,1511.020020,1511.020020,2130140000
