Date,Open,High,Low,Close,Adj Close,Volume
1995-01-03,404.269989,404.269989,397.559998,398.000000,398.000000,248750000
1995-01-04,398.000000,400.410004,394.589996,399.649994,399.649994,290350000
1995-01-05,399.649994,402.040009,397.839996,398.019989,398.019989,297510000
1995-01-06,398.019989,403.029999,398.019989,401.589996,401.589996,312920000
1995-01-09,401.589996,403.989990,400.910004,403.529999,403.529999,267090000
1995-01-10,403.529999,410.559998,403.529999,407.570007,407.570007,353510000
1995-01-11,407.570007,410.450012,402.709991,407.100006,407.100006,329520000
1995-01-12,407.100006,408.320007,405.850006,407.320007,407.320007,302230000
1995-01-13,407.320007,411.160004,407.320007,410.480011,410.480011,313630000
1995-01-16,410.480011,415.500000,409.869995,413.649994,413.649994,301370000
1995-01-17,413.649994,418.660004,413.649994,416.890015,416.890015,337330000
1995-01-18,416.890015,419.980011,416.010010,419.260010,419.260010,348330000
1995-01-19,419.260010,419.260010,416.549988,417.829987,417.829987,331830000
1995-01-20,417.829987,417.950012,408.730011,410.130005,410.130005,342170000
1995-01-23,410.130005,412.070007,404.570007,411.890015,411.890015,276420000
1995-01-24,411.890015,414.040009,410.809998,413.600006,413.600006,298330000
1995-01-25,413.600006,414.019989,407.730011,410.869995,410.869995,313100000
1995-01-26,410.869995,411.730011,406.190002,406.500000,406.500000,295060000
1995-01-27,406.500000,409.140015,405.380005,407.220001,407.220001,309380000
1995-01-30,407.220001,408.390015,401.320007,401.709991,401.709991,259470000
1995-01-31,401.709991,406.059998,401.079987,405.329987,405.329987,301430000
1995-02-01,405.329987,411.380005,405.329987,407.059998,407.059998,309930000
1995-02-02,407.059998,411.279999,406.339996,411.149994,411.149994,294260000
1995-02-03,411.149994,419.010010,411.149994,416.140015,416.140015,379850000
1995-02-06,416.140015,421.290009,416.140015,420.929993,420.929993,298480000
1995-02-07,420.929993,422.179993,418.489990,420.570007,420.570007,320970000
1995-02-08,420.790009,426.200012,420.790009,425.660004,425.660004,349420000
1995-02-09,425.660004,429.790009,425.660004,426.429993,426.429993,381420000
1995-02-10,426.429993,431.299988,426.429993,430.769989,430.769989,359380000
1995-02-13,430.769989,432.369995,428.529999,428.769989,428.769989,300360000
1995-02-14,428.769989,431.059998,428.239990,429.809998,429.809998,345250000
1995-02-15,429.859985,433.440002,428.000000,432.489990,432.489990,382290000
1995-02-16,432.489990,433.160004,428.609985,430.859985,430.859985,343990000
1995-02-17,430.859985,430.859985,425.329987,425.660004,425.660004,294510000
1995-02-21,425.660004,427.029999,423.929993,424.820007,424.820007,272620000
1995-02-22,424.820007,429.929993,423.119995,429.209991,429.209991,302200000
1995-02-23,429.200012,435.200012,429.200012,431.029999,431.029999,356980000
1995-02-24,431.029999,431.029999,426.570007,428.420013,428.420013,318540000
1995-02-27,428.420013,430.670013,424.040009,424.750000,424.750000,272260000
1995-02-28,424.750000,432.910004,424.709991,432.500000,432.500000,323350000
1995-03-01,432.500000,435.220001,429.799988,429.799988,429.799988,336510000
1995-03-02,429.799988,431.720001,429.049988,431.679993,431.679993,297340000
1995-03-03,431.679993,436.890015,429.339996,436.679993,436.679993,313590000
1995-03-06,436.679993,437.250000,430.410004,437.239990,437.239990,265110000
1995-03-07,437.239990,437.820007,431.130005,432.119995,432.119995,336760000
1995-03-08,432.119995,437.010010,432.119995,437.010010,437.010010,313950000
1995-03-09,437.010010,438.489990,433.119995,437.019989,437.019989,319470000
1995-03-10,437.019989,441.760010,436.010010,441.760010,441.760010,330320000
1995-03-13,441.750000,443.940002,440.290009,440.820007,440.820007,281070000
1995-03-14,440.809998,447.510010,440.809998,446.269989,446.269989,347170000
1995-03-15,446.269989,446.559998,442.309998,443.570007,443.570007,335510000
1995-03-16,443.570007,445.809998,442.950012,444.679993,444.679993,340150000
1995-03-17,444.679993,447.750000,442.709991,443.940002,443.940002,315350000
1995-03-20,443.940002,447.670013,442.829987,446.609985,446.609985,277410000
1995-03-21,446.609985,451.160004,445.989990,447.130005,447.130005,336150000
1995-03-22,447.130005,447.429993,444.190002,447.130005,447.130005,315140000
1995-03-23,447.130005,452.040009,446.739990,448.820007,448.820007,350790000
1995-03-24,448.820007,455.450012,448.820007,455.429993,455.429993,402890000
1995-03-27,455.429993,457.980011,453.320007,457.119995,457.119995,315230000
1995-03-28,457.119995,460.630005,456.329987,460.540009,460.540009,350240000
1995-03-29,460.540009,462.989990,449.429993,451.869995,451.869995,410380000
1995-03-30,451.869995,454.679993,442.690002,448.420013,448.420013,363320000
1995-03-31,448.359985,448.549988,439.220001,447.149994,447.149994,347850000
1995-04-03,447.149994,448.809998,442.299988,448.489990,448.489990,273920000
1995-04-04,448.489990,450.899994,441.529999,441.859985,441.859985,365640000
1995-04-05,441.859985,444.660004,438.380005,444.660004,444.660004,348890000
1995-04-06,444.660004,445.880005,439.910004,439.920013,439.920013,348320000
1995-04-07,440.329987,444.059998,438.850006,444.010010,444.010010,331460000
1995-04-10,444.010010,449.640015,442.579987,449.359985,449.359985,300920000
1995-04-11,449.359985,454.410004,449.359985,453.329987,453.329987,355650000
1995-04-12,453.329987,457.019989,452.010010,456.980011,456.980011,345180000
1995-04-13,456.980011,459.609985,456.230011,458.929993,458.929993,359830000
1995-04-17,458.929993,466.790009,456.739990,457.059998,457.059998,366500000
1995-04-18,457.059998,461.399994,452.790009,453.429993,453.429993,377080000
1995-04-19,453.480011,453.480011,442.709991,447.059998,447.059998,453960000
1995-04-20,447.170013,449.809998,444.209991,449.010010,449.010010,408860000
1995-04-21,449.010010,451.910004,449.010010,451.339996,451.339996,394510000
1995-04-24,451.339996,457.190002,448.929993,456.410004,456.410004,318700000
1995-04-25,456.429993,461.019989,456.429993,459.100006,459.100006,375490000
1995-04-26,459.100006,463.029999,456.160004,463.029999,463.029999,392410000
